,Depth,Sv
128,2841.3729252525254,6765.590900114183
129,2868.64075959596,6864.281435083053
130,2895.908593939394,6963.62341339785
131,2923.1764282828285,7063.616835058575
132,2950.4442626262626,7164.261700065226
133,2977.712096969697,7265.558008417807
134,3004.9799313131316,7367.505760116316
135,3032.2477656565657,7470.10495516075
136,3059.5156,7573.355593551114
137,3059.5156,7573.355593551114
138,3059.6406,7573.823882455449
139,3059.7656,7574.289914931099
140,3059.8906,7574.744807400564
141,3060.0156,7575.197088098244
142,3060.1406,7575.636185566915
143,3060.2656,7576.069775217535
144,3060.3906,7576.504430897455
145,3060.5156,7576.93846472695
146,3060.6406,7577.36729278003
147,3060.7656,7577.791092728245
148,3060.8906,7578.21311596096
149,3061.0156,7578.634037630065
150,3061.1406,7579.054159777195
151,3061.2656,7579.476982531885
152,3061.3906,7579.91716379701
153,3061.5156,7580.362355399845
154,3061.6406,7580.80740486544
155,3061.7656,7581.246164758165
156,3061.8906,7581.67316279428
157,3062.0156,7582.094119997695
158,3062.1406,7582.506531199555
159,3062.2656,7582.915957519375
160,3062.3906,7583.32565034652
161,3062.5156,7583.738292521395
162,3062.6406,7584.156993296125
163,3062.7656,7584.577364183425
164,3062.8906,7584.99341765206
165,3063.0156,7585.40177794258
166,3063.1406,7585.80143232715
167,3063.2656,7586.2013709862
168,3063.3906,7586.6348895682
169,3063.5156,7587.0712686621555
170,3063.6406,7587.502015567976
171,3063.7656,7587.954118594106
172,3063.8906,7588.414234607141
173,3064.0156,7588.818241944687
174,3064.1406,7589.2757106516265
175,3064.2656,7589.731313807291
176,3064.3906,7590.185602193486
177,3064.5156,7590.6361950114415
178,3064.6406,7591.077193565697
179,3064.7656,7591.513306152327
180,3064.8906,7591.947606489147
181,3065.0156,7592.382955088112
182,3065.1406,7592.819334182067
183,3065.2656,7593.253154805702
184,3065.3906,7593.679797498718
185,3065.5156,7594.104912216402
186,3065.6406,7594.522227153042
187,3065.7656,7594.940892393462
188,3065.8906,7595.3627201874715
189,3066.0156,7595.785809449487
190,3066.1406,7596.211848059232
191,3066.2656,7596.632378850926
192,3066.3906,7597.050280103681
193,3066.5156,7597.467470670236
194,3066.6406,7597.8870420355615
195,3066.7656,7598.312263356176
196,3066.8906,7598.741322382271
197,3067.0156,7599.172815508601
198,3067.1406,7599.6006308338465
199,3067.2656,7600.023382519917
200,3067.3906,7600.4440021473865
201,3067.5156,7600.867215779486
202,3067.6406,7601.287995311352
203,3067.7656,7601.713074494726
204,3067.8906,7602.142773138401
205,3068.0156,7602.575936377301
206,3068.1406,7603.012137799707
207,3068.2656,7603.453349559822
208,3068.3906,7603.888627090167
209,3068.5156,7604.320688765457
210,3068.6406,7604.751044793867
211,3068.7656,7605.1824668515765
212,3068.8906,7605.619467795957
213,3069.0156,7606.056912919212
214,3069.1406,7606.492528025502
215,3069.2656,7606.932211810287
216,3069.3906,7607.372641815582
217,3069.5156,7607.807706140067
218,3069.6406,7608.245826415212
219,3069.7656,7608.673926014937
220,3069.8906,7609.102114450437
221,3070.0156,7609.524635163491
222,3070.1406,7609.941061742382
223,3070.2656,7610.363298180957
224,3070.3906,7610.788910378982
225,3070.5156,7611.211146817557
226,3070.6406,7611.629030303157
227,3070.7656,7612.0429161788825
228,3070.8906,7612.456126902717
229,3071.0156,7612.877030804667
230,3071.1406,7613.300439875472
231,3071.2656,7613.716901988672
232,3071.3906,7614.125848595308
233,3071.5156,7614.531454976803
234,3071.6406,7614.939371088448
235,3071.7656,7615.352475209353
236,3071.8906,7615.772455219243
237,3072.0156,7616.201496478183
238,3072.1406,7616.639456848933
239,3072.2656,7617.083919998413
240,3072.3906,7617.530817248128
241,3072.5156,7617.975156027524
242,3072.6406,7618.411002106828
243,3072.7656,7618.841873382733
244,3072.8906,7619.271216683308
245,3073.0156,7619.701270670083
246,3073.1406,7620.138662491873
247,3073.2656,7620.588295883458
248,3073.3906,7621.051734354478
249,3073.5156,7621.522173084568
250,3073.6406,7621.993571241028
251,3073.7656,7622.465644549378
252,3073.8906,7622.9173033966335
253,3074.0156,7623.367736310193
254,3074.1406,7623.812021788123
255,3074.2656,7624.253055876688
256,3074.3906,7624.699722153388
257,3074.5156,7625.147472226543
258,3074.6406,7625.592663829378
259,3074.7656,7626.031672462273
260,3074.8906,7626.466932225462
261,3075.0156,7626.899224873767
262,3075.1406,7627.324392892917
263,3075.2656,7627.745119123317
264,3075.3906,7628.163731062272
265,3075.5156,7628.582431837001
266,3075.6406,7629.001487954832
267,3075.7656,7629.420366401112
268,3075.8906,7629.840044369367
269,3076.0156,7630.258460869617
270,3076.1406,7630.658630501682
271,3076.2656,7631.046558563951
272,3076.3906,7631.439408128156
273,3076.5156,7631.854750910591
274,3076.6406,7632.295518491831
275,3076.7656,7632.741100972076
276,3076.8906,7633.170604177047
277,3077.0156,7633.587119591712
278,3077.1406,7634.002888785866
279,3077.2656,7634.417058936071
280,3077.3906,7634.831548895066
281,3077.5156,7635.24486622183
282,3077.6406,7635.6587343304
283,3077.7656,7636.074290318695
284,3077.8906,7636.49069913043
285,3078.0156,7636.905473363905
286,3078.1406,7637.31850641619
287,3078.2656,7637.72917643686
288,3078.3906,7638.138762661075
289,3078.5156,7638.548828598475
290,3078.6406,7638.959836195089
291,3078.7656,7639.373810906589
292,3078.8906,7639.790806034439
293,3079.0156,7640.209737782184
294,3079.1406,7640.628349721139
295,3079.2656,7641.044794067184
296,3079.3906,7641.4610429745235
297,3079.5156,7641.879566077703
298,3079.6406,7642.300558815428
299,3079.7656,7642.722564280988
300,3079.8906,7643.143983430433
301,3080.0156,7643.5643720848875
302,3080.1406,7643.984973945203
303,3080.2656,7644.4048828864725
304,3080.3906,7644.823708031287
305,3080.5156,7645.241236173787
306,3080.6406,7645.657378478197
307,3080.7656,7646.0723481503765
308,3080.8906,7646.486091888862
309,3081.0156,7646.897721335901
310,3081.1406,7647.306685709691
311,3081.2656,7647.713891135136
312,3081.3906,7648.121594040921
313,3081.5156,7648.529936564286
314,3081.6406,7648.9403578447855
315,3081.7656,7649.352413703546
316,3081.8906,7649.765944236171
317,3082.0156,7650.180256523616
318,3082.1406,7650.592792095561
319,3082.2656,7651.005807380691
320,3082.3906,7651.419391214781
321,3082.5156,7651.834414188426
322,3082.6406,7652.251889029461
323,3082.7656,7652.672117779522
324,3082.8906,7653.092577502596
325,3083.0156,7653.5151159828065
326,3083.1406,7653.938489519302
327,3083.2656,7654.361774220021
328,3083.3906,7654.784170562992
329,3083.5156,7655.204523683136
330,3083.6406,7655.623295526487
331,3083.7656,7656.041800862512
332,3083.8906,7656.460323965692
333,3084.0156,7656.879291247747
334,3084.1406,7657.299306791947
335,3084.2656,7657.720246228207
336,3084.3906,7658.141647610497
337,3084.5156,7658.563351034421
338,3084.6406,7658.9849300882615
339,3084.7656,7659.406509142102
340,3084.8906,7659.829083156622
341,3085.0156,7660.252119117172
342,3085.1406,7660.676256641332
343,3085.2656,7661.100696207127
344,3085.3906,7661.525562184642
345,3085.5156,7661.951423122837
346,3085.6406,7662.377337362497
347,3085.7656,7662.806112114112
348,3085.8906,7663.236681348381
349,3086.0156,7663.668458749191
350,3086.1406,7664.100431588706
351,3086.2656,7664.530876452891
352,3086.3906,7664.958780613911
353,3086.5156,7665.382829302295
354,3086.6406,7665.804674863461
355,3086.7656,7666.225099052225
356,3086.8906,7666.64388866273
357,3087.0156,7667.06084825627
358,3087.1406,7667.4745564604455
359,3087.2656,7667.888371267551
360,3087.3906,7668.306023780136
361,3087.5156,7668.729521686716
362,3087.6406,7669.158989357376
363,3087.7656,7669.597038563901
364,3087.8906,7670.040808794336
365,3088.0156,7670.494617467346
366,3088.1406,7670.959708283781
367,3088.2656,7671.434855309946
368,3088.3906,7671.918370666116
369,3088.5156,7672.397621905086
370,3088.6406,7672.865750905026
371,3088.7656,7673.321425129311
372,3088.8906,7673.764822249491
373,3089.0156,7674.196191005736
374,3089.1406,7674.616490824416
375,3089.2656,7675.027391818101
376,3089.3906,7675.430635167981
377,3089.5156,7675.828121959641
378,3089.6406,7676.221184729706
379,3089.7656,7676.6100722183455
380,3089.8906,7676.995619481845
381,3090.0156,7677.379247892605
382,3090.1406,7677.76168590398
383,3090.2656,7678.143395462
384,3090.3906,7678.52460753968
385,3090.5156,7678.905126698315
386,3090.6406,7679.2861611044455
387,3090.7656,7679.667710758071
388,3090.8906,7680.048958370061
389,3091.0156,7680.429122185596
390,3091.1406,7680.808166670366
391,3091.2656,7681.186411633161
392,3091.3906,7681.565100774831
393,3091.5156,7681.9436477792615
394,3091.6406,7682.321413028872
395,3091.7656,7682.698414290817
396,3091.8906,7683.075770895862
397,3092.0156,7683.453642748402
398,3092.1406,7683.833415686527
399,3092.2656,7684.214450092657
400,3092.3906,7684.596514993777
401,3092.5156,7684.980907392202
402,3092.6406,7685.368107001117
403,3092.7656,7685.758860041032
404,3092.8906,7686.149844053962
405,3093.0156,7686.542267206447
406,3093.1406,7686.938403694327
407,3093.2656,7687.335233101251
408,3093.3906,7687.737410421832
409,3093.5156,7688.1372602451065
410,3093.6406,7688.535208982797
411,3093.7656,7688.933051117557
412,3093.8906,7689.330857718007
413,3094.0156,7689.727722659242
414,3094.1406,7690.123397201092
415,3094.2656,7690.517223958822
416,3094.3906,7690.908812055022
417,3094.5156,7691.298392462707
418,3094.6406,7691.686835772472
419,3094.7656,7692.073324695187
420,3094.8906,7692.458907492996
421,3095.0156,7692.841771916092
422,3095.1406,7693.221331648357
423,3095.2656,7693.598670486247
424,3095.3906,7693.974143772862
425,3095.5156,7694.350558718692
426,3095.6406,7694.728252899682
427,3095.7656,7695.107119712902
428,3095.8906,7695.4875322686075
429,3096.0156,7695.870858637732
430,3096.1406,7696.257649602083
431,3096.2656,7696.646643693653
432,3096.3906,7697.038320625627
433,3096.5156,7697.434883525228
434,3096.6406,7697.839708151902
435,3096.7656,7698.256330169497
436,3096.8906,7698.680769735292
437,3097.0156,7699.101460431382
438,3097.1406,7699.514724456682
439,3097.2656,7699.920686181277
440,3097.3906,7700.319878619817
441,3097.5156,7700.713900816252
442,3097.6406,7701.106714846147
443,3097.7656,7701.498160805107
444,3097.8906,7701.888274227442
445,3098.0156,7702.2765753999665
446,3098.1406,7702.659990604867
447,3098.2656,7703.040563064967
448,3098.3906,7703.418790260606
449,3098.5156,7703.795329576521
450,3098.6406,7704.170589657276
451,3098.7656,7704.5446415714905
452,3098.8906,7704.917254346151
453,3099.0156,7705.288605652806
454,3099.1406,7705.659228506106
455,3099.2656,7706.029265043291
456,3099.3906,7706.398750798671
457,3099.5156,7706.768165485431
458,3099.6406,7707.137669007966
459,3099.7656,7707.507136996191
460,3099.8906,7707.8763562442455
461,3100.0156,7708.24571762954
462,3100.1406,7708.6160917426705
463,3100.2656,7708.987887228201
464,3100.3906,7709.3617970051755
465,3100.5156,7709.736168728181
466,3100.6406,7710.110451615411
467,3100.7656,7710.484645666866
468,3100.8906,7710.858377772291
469,3101.0156,7711.232536289435
470,3101.1406,7711.606463833566
471,3101.2656,7711.979947198821
472,3101.3906,7712.353004152355
473,3101.5156,7712.72595450296
474,3101.6406,7713.09959777261
475,3101.7656,7713.475426402325
476,3101.8906,7713.85374243374
477,3102.0156,7714.234830141335
478,3102.1406,7714.618707292265
479,3102.2656,7715.004840871879
480,3102.3906,7715.391720672004
481,3102.5156,7715.779044651004
482,3102.6406,7716.16656406871
483,3102.7656,7716.554545432445
484,3102.8906,7716.94348622255
485,3103.0156,7717.33326206894
486,3103.1406,7717.7225759693
487,3103.2656,7718.110699470275
488,3103.3906,7718.497987914965
489,3103.5156,7718.885134222415
490,3103.6406,7719.2721383926255
491,3103.7656,7719.654860678481
492,3103.8906,7720.036641305121
493,3104.0156,7720.4176224097855
494,3104.1406,7720.799793913836
495,3104.2656,7721.185163505786
496,3104.3906,7721.57225651177
497,3104.5156,7721.96100186317
498,3104.6406,7722.35195034179
499,3104.7656,7722.743502903681
500,3104.8906,7723.134344779371
501,3105.0156,7723.52440490024
502,3105.1406,7723.914091910855
503,3105.2656,7724.30406319595
504,3105.3906,7724.69501167457
505,3105.5156,7725.08688404525
506,3105.6406,7725.479022923256
507,3105.7656,7725.870593252301
508,3105.8906,7726.260529003086
509,3106.0156,7726.649505327501
510,3106.1406,7727.038286213211
511,3106.2656,7727.427244770471
512,3106.3906,7727.816452067901
513,3106.5156,7728.206156845671
514,3106.6406,7728.596163665076
515,3106.7656,7728.986561361891
516,3106.8906,7729.3772611003415
517,3107.0156,7729.768387250511
518,3107.1406,7730.160579429981
519,3107.2656,7730.553695501511
520,3107.3906,7730.948730425781
521,3107.5156,7731.344618173491
522,3107.6406,7731.741358744641
523,3107.7656,7732.139982634221
524,3107.8906,7732.540880719641
525,3108.0156,7732.944959125806
526,3108.1406,7733.353177279087
527,3108.2656,7733.764540218802
528,3108.3906,7734.178212888667
529,3108.5156,7734.594532864627
530,3108.6406,7735.010852840586
531,3108.7656,7735.426870774912
532,3108.8906,7735.842568900446
533,3109.0156,7736.257645175556
534,3109.1406,7736.671708722831
535,3109.2656,7737.084759542271
536,3109.3906,7737.495358494321
537,3109.5156,7737.9039319907015
538,3109.6406,7738.311048580372
539,3109.7656,7738.716939236347
540,3109.8906,7739.1216572600915
541,3110.0156,7739.5267839284015
542,3110.1406,7739.930471457156
543,3110.2656,7740.332559941961
544,3110.3906,7740.732374230926
545,3110.5156,7741.129345775092
546,3110.6406,7741.524078657727
547,3110.7656,7741.916715016072
548,3110.8906,7742.307574658917
549,3111.0156,7742.696195640232
550,3111.1406,7743.083004371737
551,3111.2656,7743.469262321437
552,3111.3906,7743.855005023642
553,3111.5156,7744.241565014977
554,3111.6406,7744.628977829752
555,3111.7656,7745.017545509602
556,3111.8906,7745.407872137797
557,3112.0156,7745.800579564762
558,3112.1406,7746.195276913088
559,3112.2656,7746.592443895957
560,3112.3906,7746.991938376133
561,3112.5156,7747.393333941893
562,3112.6406,7747.796062044277
563,3112.7656,7748.199358695622
564,3112.8906,7748.601536016203
565,3113.0156,7749.002185361453
566,3113.1406,7749.4014488686125
567,3113.2656,7749.800268196897
568,3113.3906,7750.200082485862
569,3113.5156,7750.599523664572
570,3113.6406,7750.998396294322
571,3113.7656,7751.396096291843
572,3113.8906,7751.792890164457
573,3114.0156,7752.189257625352
574,3114.1406,7752.584345851087
575,3114.2656,7752.976093851682
576,3114.3906,7753.364537161447
577,3114.5156,7753.7508661797665
578,3114.6406,7754.136022565856
579,3114.7656,7754.519970785406
580,3114.8906,7754.902391029626
581,3115.0156,7755.281737556032
582,3115.1406,7755.658738817977
583,3115.2656,7756.034780653552
584,3115.3906,7756.411355503777
585,3115.5156,7756.789671535192
586,3115.6406,7757.168982527287
587,3115.7656,7757.549945864797
588,3115.8906,7757.931459984113
589,3116.0156,7758.312600993173
590,3116.1406,7758.693031316033
591,3116.2656,7759.071098607278
592,3116.3906,7759.447460251643
593,3116.5156,7759.823395484288
594,3116.6406,7760.199845964428
595,3116.7656,7760.577024897923
596,3116.8906,7760.954292667193
597,3117.0156,7761.332057916803
598,3117.1406,7761.710107440893
599,3117.2656,7762.088885418338
600,3117.3906,7762.468374081983
601,3117.5156,7762.847933814248
602,3117.6406,7763.226729558848
603,3117.7656,7763.606058318098
604,3117.8906,7763.985902324843
605,3118.0156,7764.366314880548
606,3118.1406,7764.746851806338
607,3118.2656,7765.126340469983
608,3118.3906,7765.505562626303
609,3118.5156,7765.884731481158
610,3118.6406,7766.264060240408
611,3118.7656,7766.643335698193
612,3118.8906,7767.022131442794
613,3119.0156,7767.400465241363
614,3119.1406,7767.778337093903
615,3119.2656,7768.155960206273
616,3119.3906,7768.533494482868
617,3119.5156,7768.910993225153
618,3119.6406,7769.288385364508
619,3119.7656,7769.664960214733
620,3119.8906,7770.041783805128
621,3120.0156,7770.419069341553
622,3120.1406,7770.796887892628
623,3120.2656,7771.175257225507
624,3120.3906,7771.5539819014875
625,3120.5156,7771.933914744008
626,3120.6406,7772.314593807037
627,3120.7656,7772.695859186182
628,3120.8906,7773.077337771188
629,3121.0156,7773.458478780248
630,3121.1406,7773.839779693702
631,3121.2656,7774.220778565523
632,3121.3906,7774.601599765792
633,3121.5156,7774.982651939077
634,3121.6406,7775.364290428477
635,3121.7656,7775.746497466837
636,3121.8906,7776.130285781992
637,3122.0156,7776.517414322287
638,3122.1406,7776.908558239612
639,3122.2656,7777.304890166197
640,3122.3906,7777.707600501427
641,3122.5156,7778.114486118082
642,3122.6406,7778.524818562807
643,3122.7656,7778.935204308997
644,3122.8906,7779.343653435291
645,3123.0156,7779.750148174537
646,3123.1406,7780.156447475077
647,3123.2656,7780.562906680012
648,3123.3906,7780.968886171762
649,3123.5156,7781.372982345082
650,3123.6406,7781.773987033433
651,3123.7656,7782.171420523628
652,3123.8906,7782.566046803333
653,3124.0156,7782.956302362908
654,3124.1406,7783.344159356558
655,3124.2656,7783.730292936172
656,3124.3906,7784.115751363897
657,3124.5156,7784.502808835572
658,3124.6406,7784.889670868542
659,3124.7656,7785.2781319454625
660,3124.8906,7785.667641284527
661,3125.0156,7786.057292760832
662,3125.1406,7786.4463223867115
663,3125.2656,7786.834179380361
664,3125.3906,7787.220561700146
665,3125.5156,7787.606677512606
666,3125.6406,7787.992260310416
667,3125.7656,7788.376919216166
668,3125.8906,7788.760831901406
669,3126.0156,7789.143447584331
670,3126.1406,7789.526205404496
671,3126.2656,7789.910118089736
672,3126.3906,7790.295771956166
673,3126.5156,7790.683095935166
674,3126.6406,7791.071130600367
675,3126.7656,7791.459271868497
676,3126.8906,7791.848301494377
677,3127.0156,7792.239623083252
678,3127.1406,7792.634444801662
679,3127.2656,7793.033655007357
680,3127.3906,7793.438692839892
681,3127.5156,7793.850251218311
682,3127.6406,7794.266695564356
683,3127.7656,7794.685112064606
684,3127.8906,7795.100863491606
685,3128.0156,7795.507500368091
686,3128.1406,7795.906621738011
687,3128.2656,7796.299844412471
688,3128.3906,7796.690224342132
689,3128.5156,7797.0798047498165
690,3128.6406,7797.468887677162
691,3128.7656,7797.856815739431
692,3128.8906,7798.2442285542065
693,3129.0156,7798.631765739066
694,3129.1406,7799.019782637111
695,3129.2656,7799.408421385581
696,3129.3906,7799.797664217322
697,3129.5156,7800.186818213287
698,3129.6406,7800.576256483731
699,3129.7656,7800.965801357106
700,3129.8906,7801.355168558931
701,3130.0156,7801.744091581881
702,3130.1406,7802.132321685785
703,3130.2656,7802.521173640115
704,3130.3906,7802.910309868925
705,3130.5156,7803.300121249625
706,3130.6406,7803.690749919455
707,3130.7656,7804.081556260835
708,3130.8906,7804.47312658988
709,3131.0156,7804.86464361746
710,3131.1406,7805.256107343575
711,3131.2656,7805.64778427555
712,3131.3906,7806.039816550625
713,3131.5156,7806.431759989925
714,3131.6406,7806.824840527145
715,3131.7656,7807.216890569375
716,3131.8906,7807.608158856785
717,3132.0156,7807.99862762222
718,3132.1406,7808.387213069225
719,3132.2656,7808.77526550158
720,3132.3906,7809.16152345128
721,3132.5156,7809.546804207455
722,3132.6406,7809.931463113206
723,3132.7656,7810.315358031291
724,3132.8906,7810.698293523006
725,3133.0156,7811.078635010092
726,3133.1406,7811.458923195712
727,3133.2656,7811.839797697447
728,3133.3906,7812.221240748142
729,3133.5156,7812.603092443402
730,3133.6406,7812.984233452462
731,3133.7656,7813.365978544792
732,3133.8906,7813.748611994872
733,3134.0156,7814.132187104166
734,3134.1406,7814.516401831042
735,3134.2656,7814.900616557917
736,3134.3906,7815.285772944007
737,3134.5156,7815.671675550607
738,3134.6406,7816.058057870392
739,3134.7656,7816.444795533277
740,3134.8906,7816.831479894697
741,3135.0156,7817.216298704841
742,3135.1406,7817.600300225857
743,3135.2656,7817.983271251882
744,3135.3906,7818.365869167652
745,3135.5156,7818.748431549112
746,3135.6406,7819.130336545837
747,3135.7656,7819.513183201777
748,3135.8906,7819.896402967972
749,3136.0156,7820.280546626227
750,3136.1406,7820.665507573612
751,3136.2656,7821.050930467027
752,3136.3906,7821.437845801462
753,3136.5156,7821.825347452012
754,3136.6406,7822.213861830396
755,3136.7656,7822.602660483261
756,3136.8906,7822.991210395957
757,3137.0156,7823.379849144427
758,3137.1406,7823.768594495827
759,3137.2656,7824.157233244297
760,3137.3906,7824.545179073722
761,3137.5156,7824.931827900831
762,3137.6406,7825.317019821231
763,3137.7656,7825.701607658361
764,3137.8906,7826.086053358252
765,3138.0156,7826.470054879267
766,3138.1406,7826.8533634812375
767,3138.2656,7827.235659355372
768,3138.3906,7827.616693761503
769,3138.5156,7827.997586030393
770,3138.6406,7828.378034120408
771,3138.7656,7828.757345112504
772,3138.8906,7829.135003759184
773,3139.0156,7829.511010060449
774,3139.1406,7829.886234606894
775,3139.2656,7830.261921099369
776,3139.3906,7830.638105072184
777,3139.5156,7831.014750991028
778,3139.6406,7831.392356336243
779,3139.7656,7831.771471889633
780,3139.8906,7832.1506762787985
781,3140.0156,7832.529720763569
782,3140.1406,7832.908178932224
783,3140.2656,7833.286601566569
784,3140.3906,7833.6658237228885
785,3140.5156,7834.046023072733
786,3140.6406,7834.426098052493
787,3140.7656,7834.805906524928
788,3140.8906,7835.185519558658
789,3141.0156,7835.565345798248
790,3141.1406,7835.946060395588
791,3141.2656,7836.328427338342
792,3141.3906,7836.711842543243
793,3141.5156,7837.096430380373
794,3141.6406,7837.482013178183
795,3141.7656,7837.868537635208
796,3141.8906,7838.256145888688
797,3142.0156,7838.643078990278
798,3142.1406,7839.0297988860075
799,3142.2656,7839.415967999932
800,3142.3906,7839.802154881012
801,3142.5156,7840.189176818377
802,3142.6406,7840.576483030221
803,3142.7656,7840.964162352321
804,3142.8906,7841.352197017522
805,3143.0156,7841.740889067457
806,3143.1406,7842.130114132042
807,3143.2656,7842.5191792922315
808,3143.3906,7842.908084548027
809,3143.5156,7843.296403487707
810,3143.6406,7843.685308743502
811,3143.7656,7844.074711479637
812,3143.8906,7844.463652269742
813,3144.0156,7844.851473729082
814,3144.1406,7845.2383535292065
815,3144.2656,7845.6250911920915
816,3144.3906,7846.0125217740215
817,3144.5156,7846.4004676034465
818,3144.6406,7846.7877915824465
819,3144.7656,7847.174138367922
820,3144.8906,7847.559401356942
821,3145.0156,7847.944255701396
822,3145.1406,7848.329038977231
823,3145.2656,7848.713662348671
824,3145.3906,7849.097823774081
825,3145.5156,7849.482180638196
826,3145.6406,7849.865311568616
827,3145.7656,7850.24782064861
828,3145.8906,7850.629885549731
829,3146.0156,7851.011115394565
830,3146.1406,7851.392540678105
831,3146.2656,7851.773290809755
832,3146.3906,7852.15306374788
833,3146.5156,7852.5326412473
834,3146.6406,7852.912840597144
835,3146.7656,7853.293555194484
836,3146.8906,7853.673630174244
837,3147.0156,7854.053598551074
838,3147.1406,7854.433211584804
839,3147.2656,7854.813251030254
840,3147.3906,7855.195138259824
841,3147.5156,7855.579406288163
842,3147.6406,7855.965077921748
843,3147.7656,7856.351797817478
844,3147.8906,7856.738411110277
845,3148.0156,7857.124331484032
846,3148.1406,7857.510038651927
847,3148.2656,7857.894679790522
848,3148.3906,7858.278752380157
849,3148.5156,7858.663357984442
850,3148.6406,7859.048816412167
851,3148.7656,7859.434878923162
852,3148.8906,7859.8213145444115
853,3149.0156,7860.204800817932
854,3149.1406,7860.586830184741
855,3149.2656,7860.967118370361
856,3149.3906,7861.345736443412
